Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 13:46,,,ARC28,Feedback,Fire Fighting/Alarm System,,No,"686, Replacement of faulty manual call point for fire alarm system @ B28 ARC","686, Replacement of faulty manual call point for fire alarm system @ B28 ARC",,,3/27/2017 22:32,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 13:50,,,ARC20,Others/Request for Information,Building,,,"685, Install new company's name on tenant directory @ B20","JTCG12-00685, Install new company's name on tenant directory @ B20",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 13:56,,,ARC28,Others/Request for Information,Floor,,,"687, lay 5mm thick levelling screed @ B28 ARC, L4 corridor","JTCG12-00687, lay 5mm thick levelling screed @ B28 ARC, L4 corridor",,,3/28/2017 11:17,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 14:27,,,ARC67,Feedback,Lift,,,To replace faulty Print RDS3.QA for Lift A & B,For quotation ref. 144044183 / FG. To replace faulty Print RDS 3.QA for Lift A & B.,,,,,PROMPT Work Order approved,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 16:44,,,ARC51,Others/Request for Information,Lift,,,Statutory Requirement for Lifting Equipment Inspection,,,,3/21/2017 16:46,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 17:19,,,ARC71,Others/Request for Information,Lift,,,Lift Annual Inspection,,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 10:29,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,lighting,,,Replace light tube/bulb,Symbiosis L1 FL1 exit light out of order.  C&w tech checked and replaced 1no of new set of exit light.,,,3/22/2017 10:32,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 10:34,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Sanitory Plumbing,,,Water leaking from the floor,Connexis North L18 Handicapped Toilet water leaking from the floor.  C&W tech checked and found water leaking from flushing system.  Repaired and serviced the flushing system and push button.  Tested and back to normal.,,,3/22/2017 10:43,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 10:44,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L14 Staircase E SSL light blown. C&W tech checked and replaced 1no 26w PLC light.,,,3/22/2017 10:46,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 10:50,CUSHMAN & WAKEFIELD (S) PTE LTD,Sabri,CONNEXIS,Feedback,Lift,,,Lift not working,Connexis South L1 FL2 error drive.  C&W tech checked and immediately called up Schindler.  Checked car door sensor and lift back to normal.,,,3/22/2017 11:05,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 11:05,PICO GUARDS PTE LTD,Babu,CONNEXIS,Feedback,Lift,,,Lift not working,Connexis South L1 PL19 out of service.  C&W tech checked and immediately called Schindler.  Lift car door not closing properly.  Car door left side cupler mechanism adjusted and checked car door.  Lift back to normal operation.,,,3/22/2017 11:10,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 16:07,DTZ FACILITIES & ENGINEERING (,,Centros,Others/Request for Information,Fire Fighting/Alarm System,Sprinkler pump room,No,Sprinkler Discharge,"07nos of Sprinkler Discharge at: Chromos #B1 (2 different days), Centros #01-05, Genome #02-01, #03-01, #04-01, #05-01 (4 different drainage). RA REF: FP/JKA/002 (SO: 73403-17)  (FEMS: 12432)",,,3/22/2017 16:21,3/24/2017 10:35,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017 17:01,DTZ FACILITIES & ENGINEERING (,,Centros,Others/Request for Information,Fire Fighting/Alarm System,Sprinkler pump room,,Sprinkler Discharge,"07nos of Sprinkler Discharge at: Matrix #B1, Proteos #04-01, Helios #03-12, #04-01, #06-01, #10-01 (2 different drainage). RA REF: FP/JKA/002 (SO: 73404-17)  (FEMS: 12433)",,,3/22/2017 17:32,3/24/2017 10:54,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 9:02,,,ARC28,Feedback,Building,,,"640, repair leakage at B28 ARC, #03-03 to #08-03","JTCG12-00640, repair leakage at B28 ARC, #03-03 to #08-03",,,3/27/2017 22:44,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 9:13,,,ARC28,Feedback,Building,,,"642, Repair leakage at B28 ARC, #03-04 to #08-04","JTCG12-00642, Repair leakage at B28 ARC, #03-04 to #08-04",,,3/27/2017 22:37,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 10:19,,,ARC28,Feedback,Building,,,"644, repair leakage at B28 ARC , #03-05 to #08-05","JTCG12-00644, repair leakage at B28 ARC , #03-05 to #08-05",,,3/27/2017 23:19,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 10:25,,,ARC28,Feedback,Building,,,"645, Repair leakage at B28 ARC, #03-06 to #08-06","JTCG12-00645, Repair leakage at B28 ARC, #03-06 to #08-06",,,3/27/2017 23:15,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 10:48,,,ARC28,Feedback,Building,,,"646, repair leakage at B28 ARC #03-07 to #08-07","JTCG12-00646, repair leakage at B28 ARC #03-07 to #08-07",,,3/27/2017 23:10,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 13:06,,,ARC47,Feedback,Sanitory Plumbing,,,617 - Plumbing works for July 16,JTCG12-00617 - Replace plumbing parts for block 47 toilets for July 16,,,3/23/2017 21:26,,Assigned,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 13:17,,,ARC67,Others/Request for Information,Sanitory Plumbing,,,612 - Plumbing parts replacement for July 16,JTCG12- 00612 - Plumbing parts replacement  for block 67 for July 16,,,3/23/2017 21:35,,Assigned,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 13:39,DTZ FACILITIES & ENGINEERING (,,Centros,Others/Request for Information,Fire Fighting/Alarm System,,,Sprinkler Discharge,"04nos of Sprinkler Discharge at: Genome #03-01, #06-01, #07-01, #08-01,RA REF: FP/JKA/002 (SO: 73405-17)  (FEMS: 12441)",,,3/23/2017 14:14,3/24/2017 10:56,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 14:02,,,Genome,Others/Request for Information,Building,Office,,Conversion of office space to F&B,"Conversion of office space to F&B for building work - To hack down existing wall partition, ceiling panel, make good the wall surface and installation of new ceiling. RA:BD/GF/16. FEMS:12442. SO ref:17-73375",,,3/23/2017 14:09,,PROMPT Work Order approved,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 17:01,,,ARC55,Feedback,Building,,,Water Seepage from Ceiling in L2 (LW) Toilets,To repair water seepage from L2 F/T ceiling by PU grouting.,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017 17:59,,,ARC20,Feedback,Lift,,,Replace Car Door Motor,,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 9:25,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North L4 Transformer Room#2 exit light not working.  C&W tech checked and replaced 1new complete set of exit light.,,,3/24/2017 9:29,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 9:55,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North Level 4 Catwalk Room#1 exit light not working.  C&W tech checked and replaced 2nos T5 1ft 8w fluorescent light and 1no starter.,,,3/24/2017 10:18,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 10:19,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North Level 4 Catwalk Room#2 exit light not working.  C&W tech checked and replaced 2nos T5 1ft 8w fluorescent tube and 1no starter.,,,3/24/2017 10:24,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 10:24,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North Level 4 Plant Room corridor exit light not working.  C&W tech checked and replaced 1no T8 1ft 10w fluorescent light and 1no starter.,,,3/24/2017 10:31,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:17,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North Level 4 Portable Water Tank Room exit light not working.  C&W tech checked and replaced 1new complete set of exit light.,,,3/24/2017 11:20,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:21,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,lighting,,,Replace light tube/bulb,Symbiosis Basement 4 FL1 lobby ceiling light blown.  C&w tech checked and replaced 1no 26w/840 PLC light.,,,3/24/2017 11:24,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:25,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,lighting,,,Replace light tube/bulb,Symbiosis Level 1 FL 1 lobby ceiling light blown.  C&W tech checked and replaced 1no 26w/840 PLC light.,,,3/24/2017 11:29,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:29,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,lighting,,,Replace light tube/bulb,Symbiosis Basement 5 FL1 lobby ceiling light  blown.  C&W tech checked and replaced 1no 26w/840 PLC light.,,,3/24/2017 11:32,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:33,CUSHMAN & WAKEFIELD (S) PTE LTD,Raihanah,SYMBIOSIS,Feedback,Building,,,Door closer not working,Symbiosis Level 5 Toilet door at meeting room passage unable to close properly.  C&W tech checked and adjusted the latching .  Tested and system back to normal.,,,3/24/2017 11:37,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 11:40,CUSHMAN & WAKEFIELD (S) PTE LTD,Raihanah,SYMBIOSIS,Feedback,Building,,,Door closer not working,Symbiosis Level 5 FL1 door close slowly.  C&W tech checked and adjusted the door closure.  Tested and system back to normal.,,,3/24/2017 11:44,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 15:18,,,ARC28,Others/Request for Information,Sanitory Plumbing,,,"695, plumbing work at Blk 28",,,,,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 16:12,,,ARC28,Others/Request for Information,Sanitory Plumbing,,,"694, plumbing work at Blk 28",,,,,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 16:53,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Raju (Kleenplus),Matrix,Feedback,Sanitory Plumbing,Female Washroom 1,,Flushing non-stop,L4 Female Toilet - WC no.2 non stop flushing.,,,3/24/2017 17:02,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 17:05,,#04-02  Ms Emily,CleanTech 2,Feedback,Air Conditioning,,No,A/C unit not working,Temporary Maintenance work,,,3/24/2017 17:17,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 17:07,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Raju (Kleenplus),Genome,Feedback,Air Conditioning,Fire Fighting Lobby,No,A/C unit leaking,B1 Fire Fighting Lobby - Aircon leaking.,,,3/24/2017 17:09,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 17:12,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,Chee,Chromos,Feedback,Building,Passenger Lift Lobby,,Door magnetic strip loose,Level 1 Glass door facing Helios -  Door magnetic strip loose.,,,3/24/2017 17:29,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 17:18,DHI WATER & ENVIRONMENT (S) PTE. LTD.,MengKeat,CleanTech 1,Feedback,Air Conditioning,,Yes,A/c too hot/cold,Tenant feedback that air con is too warm at #03-05. Chiller tripped due to defective coolant pump. Johnson Controls has been called by Sathish to replace. SMM has isolated chiller 4 and run standby chiller,,,3/28/2017 13:09,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017 17:39,,David,The JTC Summit,Feedback,Lighting,,,DEFECTS: Light is flashing. Please chec,"Map Link: https://google.com/maps/?q=1.331574,103.742055
Specific Location: Male toilet on 22nd floor
Details: Light is flashing. Please check. Thanks.
Photo1 Link: https://femsblobstore.blob.core.windows.net/storev0/j0nmxku2.jpeg",,,3/25/2017 15:48,3/25/2017 15:51,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2017 11:13,,,MT1,Feedback,Building,,,Window cannot be closed,"Not able to close glass window inside the unit  

Window contractor checked and found the window arm is faulty.Temporarily closed the window.",,,,,Reported,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-17,JLL,Mr Adi,IBM 2,Feedback,Lift,Passenger Lift 1,,Lift Breakdown- 1 man trapped,Site investigation upon arrival- one adult mantrap inside lift between 1st and 2nd floor. Inverter problem cause system suddenly cut off,"Fujitec release man trap in the lift and recommend to replace the 
faulty inverter. The new inverter is not available and lift turned 
on while waiting for the new inverter. ",6.32am,1-Mar-17,1-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-17,JLL,Mr Tan,IBM 2,Feedback,Lift,Passenger Lift 1,,Lift Breakdown due to faulty invertor,Site investigation and found PCB faulty,"Fujitec shut down lift to conduct full investigation and has replaced 
the faulty inventer and PCB. The lift was turned-on on 4 Mar 17",6.46am,02-Mar-17,02-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-17,JLL,Tenant,IBM 1,Feedback,Lift,Cargo Lift 2,,Lift door motor trip,Site investigationn and found  lift door can't open and car door drive faulty,"Activated Schindler- replaced door drive pint and lift operate as 
per normal",11.36pm,02-Mar-17,02-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,JLL,Mr Tan,Schneider,Feedback,Lighting,All lights,,Bollard lighting at front entrance not lighted up,Site investigation found the bollard lighting wire loosen,Re-fix wiring and all light back to normal,7.33pm,07-Mar-17,07-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,JLL,Tenant,IBM 1,Feedback,Lift,Cargo Lift 2,,Lift breakdown ,Lift out of order due to worn off landing door arm bearing jacket roller ,,10.00am ,06-Mar-17,10.45am,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-17,JLL,Shan,IBM 2,Feedback,Sanitory Plumbing,Pantry / L4,,Pantry area water very dirty in the water tap,R&R contract has shut off the water suppply for the upgrading works the previous night and rusty water found when water supply turned on the next morning,R&R contractor flush the water supply pipe to run-off the rusty water and water supply was clean after flushing of pipe.,9.34am,08-Mar-17,08-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-17,JLL,Shan,IBM 1,Feedback,Air-conditioning,North Wing / L3,No,Warm temperature,Site investigation noted that the air-circulation within the office area is  warm,"Activate  term contractor to reduced the setpoint from 16deg 
to 14deg",10.23am,16-Mar-17,16-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-17,JLL,Shan,IBM 2,Feedback,Air-conditioning,South wing / L4,No,Aircon temperature too cold,Site investigation noted that the air-circulation within the office area is icold,Actiavated Air-con term contractor to ajust the setpoint temperature,2.20pm,20-Mar-17,20-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-17,JLL,Jay,IBM 1,Feedback,Sanitory Plumbing,Male toilet / L4,,Urinal chocked,"Site investigation noted that, urinal chocked.",Activated SMM technician to clear chocked,5.23pm,15-Mar-17,15-Mar-17,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
